CustomerID,R,F,M,R_paper_score,F_paper_score,M_paper_score,scoring_arm,R_fuzzy_score,F_fuzzy_score,M_fuzzy_score
12745,486,3,925.41,1.0,3.0,3.0,base-paper quintile,,,
12746,540,1,254.55,1.0,1.0,1.0,base-paper quintile,,,
12747,1,26,9276.539999999999,5.0,5.0,5.0,base-paper quintile,,,
12748,0,336,56599.39,5.0,5.0,5.0,base-paper quintile,,,
12749,3,9,6897.36,5.0,5.0,5.0,base-paper quintile,,,
12750,128,1,275.88,3.0,1.0,1.0,base-paper quintile,,,
12751,444,1,268.27,1.0,1.0,1.0,base-paper quintile,,,
12752,80,1,4366.78,3.0,1.0,5.0,base-paper quintile,,,
12753,22,6,21429.39,4.0,4.0,5.0,base-paper quintile,,,
12754,235,3,3010.74,2.0,3.0,5.0,base-paper quintile,,,
12755,280,11,9030.66,2.0,5.0,5.0,base-paper quintile,,,
12756,86,1,112.07999999999998,3.0,1.0,1.0,base-paper quintile,,,
12757,15,13,7857.1,5.0,5.0,5.0,base-paper quintile,,,
12758,116,7,9903.24,3.0,4.0,5.0,base-paper quintile,,,
12759,51,8,5020.74,4.0,4.0,5.0,base-paper quintile,,,
12760,455,1,347.8,1.0,1.0,2.0,base-paper quintile,,,
12761,457,2,782.95,1.0,2.0,3.0,base-paper quintile,,,
12762,7,2,1898.52,5.0,2.0,4.0,base-paper quintile,,,
12763,137,2,814.16,3.0,2.0,3.0,base-paper quintile,,,
12764,316,1,1693.88,2.0,1.0,4.0,base-paper quintile,,,
12765,471,6,1404.58,1.0,4.0,4.0,base-paper quintile,,,
12766,3,9,10068.28,5.0,5.0,5.0,base-paper quintile,,,
12767,375,1,949.82,2.0,1.0,3.0,base-paper quintile,,,
12768,450,1,168.69000000000003,1.0,1.0,1.0,base-paper quintile,,,
12769,238,1,1143.6,2.0,1.0,3.0,base-paper quintile,,,
12770,210,2,3246.45,2.0,2.0,5.0,base-paper quintile,,,
12771,485,1,282.3,1.0,1.0,1.0,base-paper quintile,,,
12772,59,1,892.47,3.0,1.0,3.0,base-paper quintile,,,
12773,563,1,124.25,1.0,1.0,1.0,base-paper quintile,,,
12774,535,1,98.7,1.0,1.0,1.0,base-paper quintile,,,
12775,16,7,1686.12,5.0,4.0,4.0,base-paper quintile,,,
12776,667,1,55.5,1.0,1.0,1.0,base-paper quintile,,,
12777,457,1,519.45,1.0,1.0,2.0,base-paper quintile,,,
12778,19,9,1775.68,4.0,5.0,4.0,base-paper quintile,,,
12779,37,14,6722.2699999999995,4.0,5.0,5.0,base-paper quintile,,,
12780,598,1,337.4,1.0,1.0,2.0,base-paper quintile,,,
12781,63,2,826.74,3.0,2.0,3.0,base-paper quintile,,,
12782,4,11,4618.24,5.0,5.0,5.0,base-paper quintile,,,
12783,1,6,2225.91,5.0,4.0,4.0,base-paper quintile,,,
12784,8,3,1804.75,5.0,3.0,4.0,base-paper quintile,,,
12785,363,3,1100.4,2.0,3.0,3.0,base-paper quintile,,,
12786,609,1,728.5,1.0,1.0,3.0,base-paper quintile,,,
12787,9,4,862.18,5.0,3.0,3.0,base-paper quintile,,,
12788,462,4,444.9,1.0,3.0,2.0,base-paper quintile,,,
12789,64,3,273.35,3.0,3.0,1.0,base-paper quintile,,,
12790,191,2,591.85,2.0,2.0,2.0,base-paper quintile,,,
12791,373,6,1056.1100000000001,2.0,4.0,3.0,base-paper quintile,,,
12792,256,2,827.01,2.0,2.0,3.0,base-paper quintile,,,
12793,334,3,1017.33,2.0,3.0,3.0,base-paper quintile,,,
12794,52,2,860.41,4.0,2.0,3.0,base-paper quintile,,,
12795,18,1,430.48,5.0,1.0,2.0,base-paper quintile,,,
12796,627,1,381.0,1.0,1.0,2.0,base-paper quintile,,,
12797,365,2,806.11,2.0,2.0,3.0,base-paper quintile,,,
12798,9,4,8510.93,5.0,3.0,5.0,base-paper quintile,,,
12799,528,1,219.35,1.0,1.0,1.0,base-paper quintile,,,
12800,469,3,584.25,1.0,3.0,2.0,base-paper quintile,,,
12801,500,1,1071.82,1.0,1.0,3.0,base-paper quintile,,,
12802,186,7,2416.42,3.0,4.0,4.0,base-paper quintile,,,
12803,392,1,1092.81,2.0,1.0,3.0,base-paper quintile,,,
12804,465,2,327.02,1.0,2.0,2.0,base-paper quintile,,,
12805,381,4,1434.95,2.0,3.0,4.0,base-paper quintile,,,
12806,434,4,2878.96,1.0,3.0,4.0,base-paper quintile,,,
12807,382,1,330.35,2.0,1.0,2.0,base-paper quintile,,,
12808,36,5,906.1,4.0,4.0,3.0,base-paper quintile,,,
12809,177,3,1755.94,3.0,3.0,4.0,base-paper quintile,,,
12810,534,2,534.99,1.0,2.0,2.0,base-paper quintile,,,
12811,260,5,1033.9,2.0,4.0,3.0,base-paper quintile,,,
12812,44,1,229.64000000000001,4.0,1.0,1.0,base-paper quintile,,,
12813,501,3,1687.8,1.0,3.0,4.0,base-paper quintile,,,
12814,101,1,125.92,3.0,1.0,1.0,base-paper quintile,,,
12815,147,2,1063.46,3.0,2.0,3.0,base-paper quintile,,,
12816,95,2,572.2,3.0,2.0,2.0,base-paper quintile,,,
12817,280,3,690.98,2.0,3.0,3.0,base-paper quintile,,,
12818,261,1,1542.08,2.0,1.0,4.0,base-paper quintile,,,
12819,457,1,540.52,1.0,1.0,2.0,base-paper quintile,,,
12820,2,11,2689.52,5.0,5.0,4.0,base-paper quintile,,,
12821,213,2,220.8,2.0,2.0,1.0,base-paper quintile,,,
12822,70,2,948.88,3.0,2.0,3.0,base-paper quintile,,,
12823,74,18,6501.5,3.0,5.0,5.0,base-paper quintile,,,
12824,59,1,397.12,3.0,1.0,2.0,base-paper quintile,,,
12825,520,2,518.63,1.0,2.0,2.0,base-paper quintile,,,
12826,2,12,2955.75,5.0,5.0,4.0,base-paper quintile,,,
12827,5,3,430.15000000000003,5.0,3.0,2.0,base-paper quintile,,,
12828,2,6,1018.71,5.0,4.0,3.0,base-paper quintile,,,
12829,336,3,385.3,2.0,3.0,2.0,base-paper quintile,,,
12830,37,6,6814.64,4.0,4.0,5.0,base-paper quintile,,,
12831,261,3,451.11,2.0,3.0,2.0,base-paper quintile,,,
12832,31,2,383.03,4.0,2.0,2.0,base-paper quintile,,,
12833,144,1,417.38,3.0,1.0,2.0,base-paper quintile,,,
12834,282,1,312.38,2.0,1.0,2.0,base-paper quintile,,,
12835,427,41,6043.31,1.0,5.0,5.0,base-paper quintile,,,
12836,58,15,6585.62,4.0,5.0,5.0,base-paper quintile,,,
12837,172,2,688.41,3.0,2.0,3.0,base-paper quintile,,,
12838,33,10,3398.48,4.0,5.0,5.0,base-paper quintile,,,
12839,2,26,10071.73,5.0,5.0,5.0,base-paper quintile,,,
12840,143,7,4041.97,3.0,4.0,5.0,base-paper quintile,,,
12841,4,40,7540.68,5.0,5.0,5.0,base-paper quintile,,,
12842,69,4,1917.99,3.0,3.0,4.0,base-paper quintile,,,
12843,65,30,6588.41,3.0,5.0,5.0,base-paper quintile,,,
12844,28,4,648.6,4.0,3.0,3.0,base-paper quintile,,,
12845,266,4,354.09,2.0,3.0,2.0,base-paper quintile,,,
12846,681,1,15.58,1.0,1.0,1.0,base-paper quintile,,,
12847,21,2,1636.8999999999999,4.0,2.0,4.0,base-paper quintile,,,
12848,675,1,208.0,1.0,1.0,1.0,base-paper quintile,,,
12849,30,6,3090.56,4.0,4.0,5.0,base-paper quintile,,,
12850,445,1,330.0,1.0,1.0,2.0,base-paper quintile,,,
12851,96,2,284.13,3.0,2.0,1.0,base-paper quintile,,,
12852,294,1,311.55,2.0,1.0,2.0,base-paper quintile,,,
12853,134,11,3907.5,3.0,5.0,5.0,base-paper quintile,,,
12854,78,7,2994.02,3.0,4.0,5.0,base-paper quintile,,,
12855,372,4,650.9399999999999,2.0,3.0,3.0,base-paper quintile,,,
12856,7,6,2179.93,5.0,4.0,4.0,base-paper quintile,,,
12857,210,6,3688.0,2.0,4.0,5.0,base-paper quintile,,,
12858,382,1,177.92,2.0,1.0,1.0,base-paper quintile,,,
12859,458,1,575.1,1.0,1.0,2.0,base-paper quintile,,,
12860,692,1,55.47,1.0,1.0,1.0,base-paper quintile,,,
12861,619,1,68.25,1.0,1.0,1.0,base-paper quintile,,,
12862,425,2,1008.3199999999999,1.0,2.0,3.0,base-paper quintile,,,
12863,51,6,2792.5499999999997,4.0,4.0,4.0,base-paper quintile,,,
12864,137,2,299.57,3.0,2.0,2.0,base-paper quintile,,,
12865,25,4,3323.47,4.0,3.0,5.0,base-paper quintile,,,
12866,282,3,1227.35,2.0,3.0,3.0,base-paper quintile,,,
12867,25,13,7913.29,4.0,5.0,5.0,base-paper quintile,,,
12868,185,8,2247.06,3.0,4.0,4.0,base-paper quintile,,,
12869,681,1,337.66999999999996,1.0,1.0,2.0,base-paper quintile,,,
12870,374,3,1676.95,2.0,3.0,4.0,base-paper quintile,,,
12871,83,3,744.02,3.0,3.0,3.0,base-paper quintile,,,
12872,326,12,3685.4900000000002,2.0,5.0,5.0,base-paper quintile,,,
12873,281,3,2027.3,2.0,3.0,4.0,base-paper quintile,,,
12874,384,2,948.42,2.0,2.0,3.0,base-paper quintile,,,
12875,142,5,1356.99,3.0,4.0,4.0,base-paper quintile,,,
12876,57,4,4081.79,4.0,3.0,5.0,base-paper quintile,,,
12877,3,20,2955.17,5.0,5.0,4.0,base-paper quintile,,,
12878,235,2,854.99,2.0,2.0,3.0,base-paper quintile,,,
12879,44,3,573.22,4.0,3.0,2.0,base-paper quintile,,,
12880,381,2,640.13,2.0,2.0,3.0,base-paper quintile,,,
12881,275,1,298.0,2.0,1.0,2.0,base-paper quintile,,,
12882,8,2,1463.04,5.0,2.0,4.0,base-paper quintile,,,
12883,24,4,703.47,4.0,3.0,3.0,base-paper quintile,,,
12884,87,1,309.05,3.0,1.0,2.0,base-paper quintile,,,
12885,62,3,1175.22,3.0,3.0,3.0,base-paper quintile,,,
12886,67,2,1378.4,3.0,2.0,4.0,base-paper quintile,,,
12887,383,1,222.4,2.0,1.0,1.0,base-paper quintile,,,
12888,213,2,354.12,2.0,2.0,2.0,base-paper quintile,,,
12889,380,4,385.46000000000004,2.0,3.0,2.0,base-paper quintile,,,
12890,23,2,717.27,4.0,2.0,3.0,base-paper quintile,,,
12891,185,11,840.5,3.0,5.0,3.0,base-paper quintile,,,
12892,396,1,263.38,2.0,1.0,1.0,base-paper quintile,,,
12893,30,1,188.14,4.0,1.0,1.0,base-paper quintile,,,
12894,574,1,157.35,1.0,1.0,1.0,base-paper quintile,,,
12895,41,2,372.8,4.0,2.0,2.0,base-paper quintile,,,
12897,204,4,514.25,2.0,3.0,2.0,base-paper quintile,,,
12898,463,2,310.96000000000004,1.0,2.0,2.0,base-paper quintile,,,
12899,413,1,366.4,1.0,1.0,2.0,base-paper quintile,,,
12900,421,1,340.33,1.0,1.0,2.0,base-paper quintile,,,
12901,8,28,17654.54,5.0,5.0,5.0,base-paper quintile,,,
12902,264,1,138.68,2.0,1.0,1.0,base-paper quintile,,,
12903,428,1,833.53,1.0,1.0,3.0,base-paper quintile,,,
12904,17,2,509.58,5.0,2.0,2.0,base-paper quintile,,,
12905,576,2,1018.42,1.0,2.0,3.0,base-paper quintile,,,
12906,11,5,2919.81,5.0,4.0,4.0,base-paper quintile,,,
12907,395,2,508.91,2.0,2.0,2.0,base-paper quintile,,,
12908,175,5,1776.0,3.0,4.0,4.0,base-paper quintile,,,
12909,39,8,3103.19,4.0,4.0,5.0,base-paper quintile,,,
12910,22,13,5796.52,4.0,5.0,5.0,base-paper quintile,,,
12911,551,1,1680.47,1.0,1.0,4.0,base-paper quintile,,,
12912,2,5,1662.3,5.0,4.0,4.0,base-paper quintile,,,
12913,4,13,6700.860000000001,5.0,5.0,5.0,base-paper quintile,,,
12914,400,1,223.98,2.0,1.0,1.0,base-paper quintile,,,
12915,148,4,1174.75,3.0,3.0,3.0,base-paper quintile,,,
12916,138,7,4654.0199999999995,3.0,4.0,5.0,base-paper quintile,,,
12917,127,6,4359.2,3.0,4.0,5.0,base-paper quintile,,,
12918,625,1,10953.5,1.0,1.0,5.0,base-paper quintile,,,
12919,7,6,1335.19,5.0,4.0,4.0,base-paper quintile,,,
12920,16,4,488.09000000000003,5.0,3.0,2.0,base-paper quintile,,,
12921,8,74,35921.04,5.0,5.0,5.0,base-paper quintile,,,
12922,160,1,405.38,3.0,1.0,2.0,base-paper quintile,,,
12923,63,3,789.87,3.0,3.0,3.0,base-paper quintile,,,
12924,87,12,2469.4,3.0,5.0,4.0,base-paper quintile,,,
12925,4,3,729.3299999999999,5.0,3.0,3.0,base-paper quintile,,,
12926,410,4,1548.46,1.0,3.0,4.0,base-paper quintile,,,
12927,394,1,197.31,2.0,1.0,1.0,base-paper quintile,,,
12928,34,12,4304.89,4.0,5.0,5.0,base-paper quintile,,,
12929,311,1,117.85,2.0,1.0,1.0,base-paper quintile,,,
12930,77,2,415.8,3.0,2.0,2.0,base-paper quintile,,,
12931,21,57,92347.34,4.0,5.0,5.0,base-paper quintile,,,
12932,538,8,1698.56,1.0,4.0,4.0,base-paper quintile,,,
12933,23,8,1687.03,4.0,4.0,4.0,base-paper quintile,,,
12934,736,1,181.65,1.0,1.0,1.0,base-paper quintile,,,
12935,1,15,4243.86,5.0,5.0,5.0,base-paper quintile,,,
12936,16,4,1063.9,5.0,3.0,3.0,base-paper quintile,,,
12937,14,9,3097.61,5.0,5.0,5.0,base-paper quintile,,,
12938,25,1,114.14,4.0,1.0,1.0,base-paper quintile,,,
12939,63,20,25264.8,3.0,5.0,5.0,base-paper quintile,,,
12940,54,2,913.54,4.0,2.0,3.0,base-paper quintile,,,
12941,723,1,377.49,1.0,1.0,2.0,base-paper quintile,,,
12942,130,3,942.65,3.0,3.0,3.0,base-paper quintile,,,
12943,557,2,496.5,1.0,2.0,2.0,base-paper quintile,,,
12944,35,2,604.51,4.0,2.0,2.0,base-paper quintile,,,
12945,287,2,900.11,2.0,2.0,3.0,base-paper quintile,,,
12946,436,1,324.45,1.0,1.0,2.0,base-paper quintile,,,
12947,143,6,1908.03,3.0,4.0,4.0,base-paper quintile,,,
12948,15,9,2317.43,5.0,5.0,4.0,base-paper quintile,,,
12949,30,22,15526.7,4.0,5.0,5.0,base-paper quintile,,,
12950,1,3,1843.0,5.0,3.0,4.0,base-paper quintile,,,
12951,8,15,3213.7200000000003,5.0,5.0,5.0,base-paper quintile,,,
12952,5,4,1387.79,5.0,3.0,4.0,base-paper quintile,,,
12953,9,2,828.8100000000001,5.0,2.0,3.0,base-paper quintile,,,
12954,638,1,162.45,1.0,1.0,1.0,base-paper quintile,,,
12955,0,11,4757.16,5.0,5.0,5.0,base-paper quintile,,,
12956,305,4,521.89,2.0,3.0,2.0,base-paper quintile,,,
12957,9,13,8706.97,5.0,5.0,5.0,base-paper quintile,,,
12958,399,2,539.49,2.0,2.0,2.0,base-paper quintile,,,
12959,483,1,150.95,1.0,1.0,1.0,base-paper quintile,,,
12960,413,4,1322.07,1.0,3.0,4.0,base-paper quintile,,,
12961,378,1,211.99,2.0,1.0,1.0,base-paper quintile,,,
12962,6,2,266.39,5.0,2.0,1.0,base-paper quintile,,,
12963,7,12,3601.59,5.0,5.0,5.0,base-paper quintile,,,
12964,436,1,132.24,1.0,1.0,1.0,base-paper quintile,,,
12965,88,1,771.91,3.0,1.0,3.0,base-paper quintile,,,
12966,9,1,160.18,5.0,1.0,1.0,base-paper quintile,,,
12967,357,3,4306.92,2.0,3.0,5.0,base-paper quintile,,,
12968,111,1,135.95,3.0,1.0,1.0,base-paper quintile,,,
12969,602,1,122.45,1.0,1.0,1.0,base-paper quintile,,,
12970,6,10,1524.97,5.0,5.0,4.0,base-paper quintile,,,
12971,3,116,15972.79,5.0,5.0,5.0,base-paper quintile,,,
12972,413,4,1161.2,1.0,3.0,3.0,base-paper quintile,,,
12973,413,1,385.55,1.0,1.0,2.0,base-paper quintile,,,
12974,197,2,408.95,2.0,2.0,2.0,base-paper quintile,,,
12975,436,6,2100.09,1.0,4.0,4.0,base-paper quintile,,,
12976,211,8,3156.38,2.0,4.0,5.0,base-paper quintile,,,
12977,155,4,517.63,3.0,3.0,2.0,base-paper quintile,,,
12978,384,5,2502.82,2.0,4.0,4.0,base-paper quintile,,,
12979,728,1,517.7,1.0,1.0,2.0,base-paper quintile,,,
12980,157,21,16245.78,3.0,5.0,5.0,base-paper quintile,,,
12981,29,2,372.21999999999997,4.0,2.0,2.0,base-paper quintile,,,
12982,242,8,2744.81,2.0,4.0,4.0,base-paper quintile,,,
12983,597,1,490.08000000000004,1.0,1.0,2.0,base-paper quintile,,,
12984,18,1,97.5,5.0,1.0,1.0,base-paper quintile,,,
12985,0,2,1239.38,5.0,2.0,3.0,base-paper quintile,,,
12986,428,10,2729.84,1.0,5.0,4.0,base-paper quintile,,,
12987,73,5,1312.21,3.0,4.0,4.0,base-paper quintile,,,
12988,291,1,535.32,2.0,1.0,2.0,base-paper quintile,,,
12989,2,33,13551.75,5.0,5.0,5.0,base-paper quintile,,,
12990,30,7,955.5,4.0,4.0,3.0,base-paper quintile,,,
12991,22,3,764.82,4.0,3.0,3.0,base-paper quintile,,,
12992,724,1,93.35000000000001,1.0,1.0,1.0,base-paper quintile,,,
12993,22,8,1259.6299999999999,4.0,4.0,4.0,base-paper quintile,,,
12994,3,3,974.4200000000001,5.0,3.0,3.0,base-paper quintile,,,
12995,84,1,211.32,3.0,1.0,1.0,base-paper quintile,,,
12996,375,1,355.5,2.0,1.0,2.0,base-paper quintile,,,
12997,21,8,2110.91,4.0,4.0,4.0,base-paper quintile,,,
12998,492,3,920.08,1.0,3.0,3.0,base-paper quintile,,,
12999,195,3,455.88,2.0,3.0,2.0,base-paper quintile,,,
13000,106,4,1032.5,3.0,3.0,3.0,base-paper quintile,,,
13001,3,33,24172.100000000002,5.0,5.0,5.0,base-paper quintile,,,
13002,317,3,414.13,2.0,3.0,2.0,base-paper quintile,,,
13003,105,3,149.05,3.0,3.0,1.0,base-paper quintile,,,
13004,11,36,11650.85,5.0,5.0,5.0,base-paper quintile,,,
13005,173,4,999.68,3.0,3.0,3.0,base-paper quintile,,,
13006,55,1,81.57,4.0,1.0,1.0,base-paper quintile,,,
13007,579,1,175.25,1.0,1.0,1.0,base-paper quintile,,,
13008,322,3,612.13,2.0,3.0,2.0,base-paper quintile,,,
13009,672,1,234.0,1.0,1.0,1.0,base-paper quintile,,,
13010,373,2,330.12,2.0,2.0,2.0,base-paper quintile,,,
13011,371,1,101.10000000000001,2.0,1.0,1.0,base-paper quintile,,,
13012,8,11,2972.83,5.0,5.0,4.0,base-paper quintile,,,
13013,0,29,12625.77,5.0,5.0,5.0,base-paper quintile,,,
13014,10,11,5381.08,5.0,5.0,5.0,base-paper quintile,,,
13015,52,11,6586.42,4.0,5.0,5.0,base-paper quintile,,,
13016,72,3,789.89,3.0,3.0,3.0,base-paper quintile,,,
13017,6,1,204.0,5.0,1.0,1.0,base-paper quintile,,,
13018,15,35,9763.16,5.0,5.0,5.0,base-paper quintile,,,
13019,378,6,1229.95,2.0,4.0,3.0,base-paper quintile,,,
13020,562,2,618.96,1.0,2.0,3.0,base-paper quintile,,,
13021,3,17,4887.24,5.0,5.0,5.0,base-paper quintile,,,
13022,429,1,65.3,1.0,1.0,1.0,base-paper quintile,,,
13023,63,3,1449.03,3.0,3.0,4.0,base-paper quintile,,,
13024,470,2,555.87,1.0,2.0,2.0,base-paper quintile,,,
13025,731,1,323.39,1.0,1.0,2.0,base-paper quintile,,,
13026,0,9,1733.08,5.0,5.0,4.0,base-paper quintile,,,
13027,113,19,17335.2,3.0,5.0,5.0,base-paper quintile,,,
13028,22,2,661.3199999999999,4.0,2.0,3.0,base-paper quintile,,,
13029,30,5,1927.3,4.0,4.0,4.0,base-paper quintile,,,
13030,10,2,1227.22,5.0,2.0,3.0,base-paper quintile,,,
13031,406,5,3419.27,2.0,4.0,5.0,base-paper quintile,,,
13032,51,9,2843.55,4.0,5.0,4.0,base-paper quintile,,,
13033,356,2,220.55,2.0,2.0,1.0,base-paper quintile,,,
13034,54,3,922.68,4.0,3.0,3.0,base-paper quintile,,,
13035,73,3,1364.2,3.0,3.0,4.0,base-paper quintile,,,
13036,684,1,307.1,1.0,1.0,2.0,base-paper quintile,,,
13037,137,12,3914.9500000000003,3.0,5.0,5.0,base-paper quintile,,,
13038,79,3,908.46,3.0,3.0,3.0,base-paper quintile,,,
13039,583,4,1010.73,1.0,3.0,3.0,base-paper quintile,,,
13040,8,2,676.99,5.0,2.0,3.0,base-paper quintile,,,
13041,450,4,799.13,1.0,3.0,3.0,base-paper quintile,,,
13042,597,3,1556.54,1.0,3.0,4.0,base-paper quintile,,,
13043,272,1,516.42,2.0,1.0,2.0,base-paper quintile,,,
13044,290,11,4853.9,2.0,5.0,5.0,base-paper quintile,,,
13045,98,3,808.92,3.0,3.0,3.0,base-paper quintile,,,
13046,30,3,949.25,4.0,3.0,3.0,base-paper quintile,,,
13047,31,24,8795.16,4.0,5.0,5.0,base-paper quintile,,,
13048,13,9,4084.21,5.0,5.0,5.0,base-paper quintile,,,
13049,63,4,1408.24,3.0,3.0,4.0,base-paper quintile,,,
13050,14,35,12344.53,5.0,5.0,5.0,base-paper quintile,,,
13051,578,2,155.8,1.0,2.0,1.0,base-paper quintile,,,
13052,211,7,3168.53,2.0,4.0,5.0,base-paper quintile,,,
13053,621,1,127.65,1.0,1.0,1.0,base-paper quintile,,,
13055,77,4,2321.11,3.0,3.0,4.0,base-paper quintile,,,
13056,550,1,209.48,1.0,1.0,1.0,base-paper quintile,,,
13057,529,3,722.09,1.0,3.0,3.0,base-paper quintile,,,
13058,24,3,271.40000000000003,4.0,3.0,1.0,base-paper quintile,,,
13059,249,10,2303.17,2.0,5.0,4.0,base-paper quintile,,,
13060,253,1,307.53,2.0,1.0,2.0,base-paper quintile,,,
13061,71,1,248.61,3.0,1.0,1.0,base-paper quintile,,,
13062,190,1,346.98,2.0,1.0,2.0,base-paper quintile,,,
13063,480,1,188.4,1.0,1.0,1.0,base-paper quintile,,,
13064,12,6,1680.74,5.0,4.0,4.0,base-paper quintile,,,
13065,372,5,1260.91,2.0,4.0,4.0,base-paper quintile,,,
13066,23,2,470.8,4.0,2.0,2.0,base-paper quintile,,,
13067,81,3,508.51,3.0,3.0,2.0,base-paper quintile,,,
13068,9,2,344.0,5.0,2.0,2.0,base-paper quintile,,,
13069,0,38,9683.13,5.0,5.0,5.0,base-paper quintile,,,
13070,191,4,751.7,2.0,3.0,3.0,base-paper quintile,,,
13071,611,1,129.22,1.0,1.0,1.0,base-paper quintile,,,
13072,266,1,177.15,2.0,1.0,1.0,base-paper quintile,,,
13073,410,2,418.08,1.0,2.0,2.0,base-paper quintile,,,
13074,510,4,1378.74,1.0,3.0,4.0,base-paper quintile,,,
13075,129,1,919.61,3.0,1.0,3.0,base-paper quintile,,,
13076,457,1,135.4,1.0,1.0,1.0,base-paper quintile,,,
13077,0,11,3064.67,5.0,5.0,5.0,base-paper quintile,,,
13078,2,57,29532.45,5.0,5.0,5.0,base-paper quintile,,,
13079,3,6,419.18,5.0,4.0,2.0,base-paper quintile,,,
13080,178,4,280.73,3.0,3.0,1.0,base-paper quintile,,,
13081,11,28,59205.15,5.0,5.0,5.0,base-paper quintile,,,
13082,125,21,7335.75,3.0,5.0,5.0,base-paper quintile,,,
13083,3,3,395.43,5.0,3.0,2.0,base-paper quintile,,,
13084,491,1,122.39999999999999,1.0,1.0,1.0,base-paper quintile,,,
13085,157,8,2433.28,3.0,4.0,4.0,base-paper quintile,,,
13086,382,1,439.33000000000004,2.0,1.0,2.0,base-paper quintile,,,
13087,725,1,313.64,1.0,1.0,2.0,base-paper quintile,,,
13088,416,1,236.11,1.0,1.0,1.0,base-paper quintile,,,
13089,2,203,116737.86,5.0,5.0,5.0,base-paper quintile,,,
13090,8,24,14103.09,5.0,5.0,5.0,base-paper quintile,,,
13091,27,3,2321.82,4.0,3.0,4.0,base-paper quintile,,,
13092,70,12,2140.28,3.0,5.0,4.0,base-paper quintile,,,
13093,275,55,54943.65,2.0,5.0,5.0,base-paper quintile,,,
13094,20,13,2433.1200000000003,4.0,5.0,4.0,base-paper quintile,,,
13095,70,1,74.39999999999999,3.0,1.0,1.0,base-paper quintile,,,
13096,393,1,419.70000000000005,2.0,1.0,2.0,base-paper quintile,,,
13097,32,28,13389.22,4.0,5.0,5.0,base-paper quintile,,,
13098,0,28,28882.44,5.0,5.0,5.0,base-paper quintile,,,
13099,98,1,207.35999999999999,3.0,1.0,1.0,base-paper quintile,,,
13101,233,4,695.4,2.0,3.0,3.0,base-paper quintile,,,
13102,0,37,11696.92,5.0,5.0,5.0,base-paper quintile,,,
13103,39,3,709.64,4.0,3.0,3.0,base-paper quintile,,,
13104,2,9,1709.1,5.0,5.0,4.0,base-paper quintile,,,
13105,435,1,72.0,1.0,1.0,1.0,base-paper quintile,,,
13106,132,2,603.46,3.0,2.0,2.0,base-paper quintile,,,
13107,43,9,5253.07,4.0,5.0,5.0,base-paper quintile,,,
13108,372,2,1098.52,2.0,2.0,3.0,base-paper quintile,,,
13109,59,3,1134.03,3.0,3.0,3.0,base-paper quintile,,,
13110,30,12,2957.4700000000003,4.0,5.0,4.0,base-paper quintile,,,
13111,718,1,321.88000000000005,1.0,1.0,2.0,base-paper quintile,,,
13112,540,1,20.6,1.0,1.0,1.0,base-paper quintile,,,
13113,0,37,18625.73,5.0,5.0,5.0,base-paper quintile,,,
13114,730,1,234.38,1.0,1.0,1.0,base-paper quintile,,,
13115,11,10,5494.7,5.0,5.0,5.0,base-paper quintile,,,
13116,137,1,501.14,3.0,1.0,2.0,base-paper quintile,,,
13117,21,18,2643.81,4.0,5.0,4.0,base-paper quintile,,,
13118,19,9,2415.41,4.0,5.0,4.0,base-paper quintile,,,
13119,668,1,134.9,1.0,1.0,1.0,base-paper quintile,,,
13120,238,1,30.599999999999998,2.0,1.0,1.0,base-paper quintile,,,
13121,268,1,283.73,2.0,1.0,1.0,base-paper quintile,,,
13122,93,2,922.39,3.0,2.0,3.0,base-paper quintile,,,
13123,472,2,506.75,1.0,2.0,2.0,base-paper quintile,,,
13124,89,4,4782.45,3.0,3.0,5.0,base-paper quintile,,,
13125,523,1,158.57,1.0,1.0,1.0,base-paper quintile,,,
13126,4,13,3998.25,5.0,5.0,5.0,base-paper quintile,,,
13127,77,1,259.17,3.0,1.0,1.0,base-paper quintile,,,
13128,630,1,263.5,1.0,1.0,1.0,base-paper quintile,,,
13129,451,2,233.25,1.0,2.0,1.0,base-paper quintile,,,
13130,93,1,64.0,3.0,1.0,1.0,base-paper quintile,,,
13131,22,7,3313.77,4.0,4.0,5.0,base-paper quintile,,,
13132,261,1,77.3,2.0,1.0,1.0,base-paper quintile,,,
13133,273,3,200.45000000000002,2.0,3.0,1.0,base-paper quintile,,,
13134,85,6,2475.23,3.0,4.0,4.0,base-paper quintile,,,
13135,196,2,3371.45,2.0,2.0,5.0,base-paper quintile,,,
13136,55,13,6274.56,4.0,5.0,5.0,base-paper quintile,,,
13137,10,16,7712.7,5.0,5.0,5.0,base-paper quintile,,,
13138,21,7,1467.24,4.0,4.0,4.0,base-paper quintile,,,
13139,15,8,8202.98,5.0,4.0,5.0,base-paper quintile,,,
13140,107,5,1215.68,3.0,4.0,3.0,base-paper quintile,,,
13141,84,17,7668.58,3.0,5.0,5.0,base-paper quintile,,,
13142,18,1,307.09,5.0,1.0,2.0,base-paper quintile,,,
13143,584,1,405.1,1.0,1.0,2.0,base-paper quintile,,,
13144,332,2,135.35,2.0,2.0,1.0,base-paper quintile,,,
13145,39,7,1423.52,4.0,4.0,4.0,base-paper quintile,,,
13146,25,1,228.91,4.0,1.0,1.0,base-paper quintile,,,
